Name,URL,Organisation,Description,Location,Latitude,Longitude
Data Portal India,http://data.gov.in/,Government Of India,Official data portal for the Government of India.,"20,77",20,77
Katalog Offene Daten Österreich,http://offener.datenkatalog.at/,"Martin Kaltenboeck, Andreas Langegger","Community open data site for Austria.

Also at <http://at.ckan.net/>","47.3333333,13.3333333",47.3333333,13.3333333
"King County, Washington",http://www.datakc.org/,King County,"The King County Open Data Project is an ongoing effort to release high-value, machine readable data sets to the public. The data sets currently available come from many areas of county government. Ongoing efforts to expand the data are in progress. ","47.4664913,-121.8178891",47.4664913,-121.8178891
The Korea Data Hub,http://thedatahub.kr/,,Community-run Korean data portal.,,,
Kozadat,http://kozadat.neumannhaz.hu/fooldal/adatforrasok,John Von Neumann Digital Library,Hungarian data catalog from John von Neumann Digital Library from a 2010 pilot project.,"47,20",47,20
La Nacion,http://data.lanacion.com.ar/,La Nacion (argentina),Data publisehed by La Nacion newspaper in Argentina (in Spanish).,"-34,-64",-34,-64
Le Mans Data Catalog,http://www.lemans.fr/page.do?t=2&uuid=16cb26c7-550ea533-5ae8381b-d7a64af8,Le Mans Metropole,"Page in the city's website providing download links of data sets. Launched in February 2012, without budget. Files in CSV, KML, SHP and PDF.","48,0.2",48,0.2
L'open Data Le Mans,http://www.lemans.fr/page.do?t=2&uuid=16cb26c7-550ea533-5ae8381b-d7a64af8,,Public datasets related to the City of Le Mans,"48,0.2",48,0.2
Api Leipzig,http://www.apileipzig.de/,Kreatives Leipzig E.v.,Provides public data from the administration of Leipzig through a unified API. This is not a metadata catalog but a curated API.,"51.33962,12.371292",51.33962,12.371292
Lichfield District Council (uk) Data Catalogue,http://www2.lichfielddc.gov.uk/data/,,Lichfield District Council (UK) Public Data Catalogue,"52.6815384135,-1.82548811393",52.6815384135,-1.82548811393
Linked Clean Energy Data - Data.reegle.info,http://data.reegle.info/,Reeep - Renewable Energy And Energy Efficiency Partnership - Www.reeep.org,"Clean Energy Datasets - free for re-use

Include clean energy datasets including actors, project outcome documents, country policy reports and more than 3000 clean energy terms from our thesaurus into your website or application by using reegle's Linked Open Data facilities. Datasets are published  using the Open Government Data License for public sector information and are therefore free for re-use.
",,,
Loire-atlantique Data Portal,http://data.loire-atlantique.fr/,Departement Loire-atlantique,Launched April 2012. LOAD (Loire Atlantique Ouverture des Donnees).,"47.153189,-1.610725",47.153189,-1.610725
"London, Ontario",http://www.london.ca/d.aspx?s=/open_data/data_catalogue.htm,City Of London (ontario),You may send [feedback](mailto:opendata@london.ca). Adapted the [Vancouver license](http://www.london.ca/d.aspx?s=/Open_Data/Open_Data_Terms_Use.htm).,"42.983389283,-81.233042387",42.983389283,-81.233042387
London Datastore,http://data.london.gov.uk,Greater London Authority,"Data on London, UK from the GLA and other public sector bodies.

Contact: e-mail <datastore@london.gov.uk>.","51.5085287759,-0.125741958618",51.5085287759,-0.125741958618
Maine,http://www.maine.gov/cgi-bin/data/index.pl,State Of Maine,Maine.gov DataShare: State of Maine Open Data Catalog (USA),"45.0530236,-89.6820685",45.0530236,-89.6820685
Map Your Taxes - Missouri Accountability Portal,http://mapyourtaxes.mo.gov/map/portal/default.aspx,"Office Of Administration, Missouri","The MAP site is presented to the citizens of Missouri as a single point of reference to review how their money is being spent and other pertinent information related to the enforcement of government programs.  As you browse the MAP site you will be able to view information about state agency expenditures, the distribution of economic development tax credits, state employee pay information, and revenues and expenditures related to the American Recovery and Reinvestment Act of 2009. 

The data on the MAP site is updated each business day. New features are added as they become available. Please visit the site frequently for new information.
","29.6185669,-95.5377215",29.6185669,-95.5377215
Massachusetts,https://wiki.state.ma.us/confluence/display/data/open+data+initiative+home,State Of Massachusetts,An inventory of Massachusetts public data available for download.,"42.2503731,-71.4997856",42.2503731,-71.4997856
Medical Free/libre And Open Source Software,http://www.medfloss.org,Medfloss.org,Medfloss.org provides a comprehensive and structured overview of Free/Libre and Open Source Software (FLOSS) projects in the domains of medical informatics and health care.,,,
"Medicine Hat, Alberta",http://data.medicinehat.ca/,City Of Medicine Hat,You may send feedback via [email](opendata@medicinehat.ca) or [Twitter](https://twitter.com/#!/OpenDataMedHat). Adapted the [Vancouver license](http://www.medicinehat.ca/City%20Government/Open%20Data/Terms%20of%20Use.asp). Uses [OGDI](http://data.medicinehat.ca/Developers/Index).,"50.050059602,-110.668342521",50.050059602,-110.668342521
Merton Council,http://www.merton.gov.uk/council/dp-foi/opendata.htm,Merton Council,"Open data is about making non-personal information held by government freely available. We are making a range of our data available online so that we can be more transparent and accountable.
This page lists all the data sets that we publish for public re-use. If you build any systems using the data please let us know so we can list them here.
This data is freely re-usable under the same terms as data.gov.uk: Terms and conditions (Data.gov.uk website)","51.4108,-0.18919",51.4108,-0.18919
Metroboston Datacommon,http://www.metrobostondatacommon.org/,,,"42.3584308,-71.0597732",42.3584308,-71.0597732
Michigan,"http://www.michigan.gov/som/0,1607,7-192-29938_54272---,00.html",State Of Michigan,State of Michigan Data Catalog (USA),"44.2502852,-85.500333",44.2502852,-85.500333
Minnesota,http://www.state.mn.us/data/,State Of Minnesota,"Minnesota Open Data Initiative.  This is not directly a data catalog, but an interface that links to many different data sources, all of which have various degrees of quality and varying formats.","46.2502448,-94.2505535",46.2502448,-94.2505535
"Mississauga, Ontario",http://www.mississauga.ca/portal/residents/publicationsopendatacatalogue,City Of Mississauga,You may send feedback via [email](mailto:eplanbuild.info@mississauga.ca). Adapted the [Vancouver license](http://www.mississauga.ca/file/COM/CityOfMississaugaTermsOfUse.pdf).,"43.578898603,-79.6583032608",43.578898603,-79.6583032608
Republic Of Moldova - Open Data Portal,http://data.gov.md,E-government Center,Portal providing access to open government data in Moldova,"47,29",47,29
Montevideo Public Data Catalogue,http://datos.montevideo.gub.uy,Intendencia De Montevideo,Montevideo Data Catalogue,"-34.8652778,-56.1819444",-34.8652778,-56.1819444
Territoire Montpellier Numérique - Données Publiques Ouvertes,http://opendata.montpelliernumerique.fr,Mairie De Montpellier,France's city of Montpellier's Area OpenData store,"43.61092,3.87723",43.61092,3.87723
Morocco Opendata,http://data.gov.ma/,,Les donnees publiques de l'Administration Marocaine,"32,-5",32,-5
Mosman Council Datastore,http://data.mosman.nsw.gov.au/,Mosman Municipal Council,"This DATAstore is both catalogue and repository for public, machine-readable information published by Mosman Council (New South Wales, Australia) for the purposes of building web services with our community.","-32.0142097473,115.766132355",-32.0142097473,115.766132355
"Nanaimo, British Columbia",http://data.nanaimo.ca/,City Of Nanaimo,"Uses [Open Data Publisher](http://opendatapublisher.codeplex.com/), a fork of Microsoft's [OGDI project](http://ogdi.codeplex.com/). The City of Nanaimo is currently investigating options for formal open data licensing. See the [disclaimer](http://www.nanaimo.ca/EN/main/departments/106/DataCatalogue/Licence.html). Offers an [API](http://www.nanaimo.ca/EN/main/departments/106/DataCatalogue/Developers.html).","49.166337382,-123.936012692",49.166337382,-123.936012692
Nantes Ouverture Des Données,http://data.nantes.fr,Mairie De Nantes,France's city of Nantes Area OpenData store,"47.2172508194,-1.55336380005",47.2172508194,-1.55336380005
Istat,http://dati.istat.it/,Istat,"the datawarehouse of the italian statistics produced by Istat, a complete and consistent information assets","42.8333333,12.8333333",42.8333333,12.8333333
Natural Earth,http://www.naturalearthdata.com/,,"Natural Earth is a map dataset available at 1:10m, 1:50m, and 1:110 million scales, featuring tightly integrated vector and raster data. It was built by many volunteers and is supported by the North American Cartographic Information Society (NACIS).",,,
Open Data Navarra,http://opendata.navarra.es,,Open Data Catalog of Navarre,"42.75,-1.6666667",42.75,-1.6666667
Nc Openbook,http://www.ncopenbook.gov/ncopenbook/,State Of North Carolina,,"35.5006942,-80.0003243",35.5006942,-80.0003243
Open Data Nederland,http://opendatanederland.org,Oxyva.nl,A community hub for Open Data in the Netherlands.,,,
"New Orleans, Louisiana",http://data.nola.gov/,City Of New Orleans,data.nola.gov,"29.9546482,-90.075072",29.9546482,-90.075072
"Niagara Region, Ontario",http://www.niagararegion.ca/government/opendata/default.aspx,Regional Municipality Of Niagara,"Open data pilot catalog of the Niagara Region of Ontario, Canada

Uses its own license, the [Regional Municipality of Niagara Open Data Agreement](http://www.niagararegion.ca/government/opendata/terms-of-use.aspx).","43.216815948,-79.116274722",43.216815948,-79.116274722
"Niagara Falls, Ontario",http://www.niagarafalls.ca/services/open/data,City Of Niagara Falls,You may send [feedback](mailto:opendata@niagarafalls.ca). Adapted the [Vancouver license](http://www.niagarafalls.ca/services/open/terms-and-conditions.aspx). See the [FAQ](http://www.niagarafalls.ca/faq/open-data.faq) and [ideas forum](http://ideas.niagarafalls.ca/forums/102745-data-layers).,"43.100116116,-79.066270072",43.100116116,-79.066270072
North Dakota Gis Hub,http://www.nd.gov/gis/,State Of North Dakota,,"47.500274,-100.0006798",47.500274,-100.0006798
"Regional District Of North Okanagan, British Columbia",http://www.rdno.ca/index.php/maps/digital-data,Regional District Of North Okanagan,You may send feedback via [email](gistech@rdno.ca) or [webform](http://www.rdno.ca/index.php/maps/interactive-mapping-application-feedback). Uses its [own restrictive license](http://www.rdno.ca/index.php/maps/digital-data-terms-of-use).,"50.416514678,-118.752318369",50.416514678,-118.752318369
North Devon Council Open Data,http://www.northdevon.gov.uk/index/lgcl_council_government_and_democracy/nonlgcl_open_data.htm,,Catalogue of open data published by North Devon Council,"51.2093031523,-4.11343574524",51.2093031523,-4.11343574524
Nosdonnées.fr,http://www.nosdonnees.fr,Regards Citoyens,"A community driven catalogue for citizen based open data in France, relying on CKAN and operated by [Regards Citoyens](http://www.regardscitoyens.org/).","46,2",46,2
New South Wales State (australia) Open Data Catalog,http://data.nsw.gov.au,,New South Wales State (Australia) Open Data Catalog,,,
New York Senate,http://www.nysenate.gov/opendata,State Of New York,Senate of New York Open Data,"40.7142691,-74.0059729",40.7142691,-74.0059729
"New York, New York",http://nycopendata.socrata.com/,City Of New York,New York City OpenData! A catalog which supplies many sets of public data produced by City agencies,"40.7142691,-74.0059729",40.7142691,-74.0059729
Offenedaten,http://offenedaten.de/,Open Knowledge Foundation Deutschland E.v.,"A community-maintained open data catalog dedicated to Germany.

Maintainers: Friedrich Lindenberg, Daniel Dietrich

Alternative address: <http://de.ckan.net/>

Contact: see <http://okfn.de/about/kontakt/>.","51.5,10.5",51.5,10.5
Missouri,http://www.mo.gov/data/,State Of Missouri,Missouri Data Catalog,"29.6185669,-95.5377215",29.6185669,-95.5377215
